Victorian Electorates by Locality and Postcode,,,,,,,,,,
Count of Electors and Properties (households) for State Enrolled Electors ONLY as at 27 Mar 2020,,,,,,,,,,
Locality Name,"Post
Code","Municipality
Name","Ward
Name",LGA,"District
Name","District
Code","Region
Name","Region
Code","Property
Count","Elector
Count"
Bendigo,3550,Greater Bendigo City Council,Whipstick,50203,Bendigo West,8,Northern Victoria,4,3101,3720
Bendoc,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,80,86
Bengworden,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,38,71
Benjeroop,3579,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4,36,30
Benloch,3435,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4,71,94
Bennison,3960,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,14,21
Bentleigh,3204,Glen Eira City Council,Tucker,54603,Bentleigh,9,Southern Metropolitan,6,7429,11810
Bentleigh East,3165,Glen Eira City Council,Tucker,54603,Bentleigh,9,Southern Metropolitan,6,9657,16430
Bentleigh East,3165,Glen Eira City Council,Tucker,54603,Clarinda,20,South-Eastern Metropolitan,5,1916,3270
Benwerrin,3235,Surf Coast Shire Council,Lorne,50102,Polwarth,67,Western Victoria,8,8,12
Beremboke,3342,Moorabool Shire Council,Central Moorabool,50401,Buninyong,16,Western Victoria,8,73,119
Berrimal,3518,Loddon Shire Council,Wedderburn,56505,Ripon,72,Western Victoria,8,15,37
Berringa,3351,Golden Plains Shire Council,Unsubdivided,50501,Buninyong,16,Western Victoria,8,94,134
Berringama,3691,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,23,39
Berriwillock,3531,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,100,133
Berrybank,3323,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8,24,33
Berrys Creek,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2,73,117
Berwick,3806,Casey City Council,Edrington,54402,Gembrook,34,Eastern Victoria,2,7211,12877
Berwick,3806,Casey City Council,Edrington,54402,Narre Warren North,59,South-Eastern Metropolitan,5,2124,3765
Berwick,3806,Casey City Council,Edrington,54402,Narre Warren South,60,South-Eastern Metropolitan,5,8377,15742
Bessiebelle,3304,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8,51,77
Bet Bet,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8,65,92
Bete Bolong,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,37,68
Bete Bolong North,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,7,9
Bethanga,3691,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,219,395
Betley,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8,49,78
Beulah,3395,Yarriambiack Shire Council,Hopetoun,57602,Mildura,49,Northern Victoria,4,210,284
Beulah,3395,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8,10,18
Beverford,3590,Swan Hill Rural City Council,Central,57001,Murray Plains,57,Northern Victoria,4,120,204
Beveridge,3753,Mitchell Shire Council,South,52803,Yan Yean,87,Northern Victoria,4,1089,2026
Beveridge,3753,Whittlesea City Council,North,56001,Yan Yean,87,Northern Victoria,4,143,304
Big Desert,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4,1,4
Big Hill,3231,Surf Coast Shire Council,Lorne,50102,Polwarth,67,Western Victoria,8,15,23
Big Hill,3555,Greater Bendigo City Council,Lockwood,50202,Bendigo East,7,Northern Victoria,4,76,143
Big Hill,3555,Greater Bendigo City Council,Lockwood,50202,Bendigo West,8,Northern Victoria,4,30,36
Big Pats Creek,3799,Yarra Ranges Shire Council,O'Shannassy,56206,Eildon,24,Northern Victoria,4,37,44
Biggara,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,20,39
Bimbourie,3533,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,6,13
Bindi,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,22,35
Binginwarri,3966,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,23,29
Binginwarri,3966,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2,57,77
Bingo Munjie,3898,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,2,4
Birchip,3483,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4,396,520
Birchip West,3483,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4,3,3
Birdwoodton,3505,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4,243,430
Birregurra,3242,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8,437,641
Birregurra,3242,Surf Coast Shire Council,Winchelsea,50104,Polwarth,67,Western Victoria,8,13,19
Bittern,3918,Mornington Peninsula Shire Council,Cerberus,55702,Hastings,37,Eastern Victoria,2,1642,3037
Bittern,3918,Mornington Peninsula Shire Council,Red Hill,55704,Hastings,37,Eastern Victoria,2,87,189
Black Hill,3350,Ballarat City Council,Central,50301,Wendouree,84,Western Victoria,8,986,1568
Black Range,3381,Ararat Rural City Council,Unsubdivided,51401,Lowan,44,Western Victoria,8,10,19
Black Range,3381,Northern Grampians Shire Council,South West,57403,Ripon,72,Western Victoria,8,65,121
Black Rock,3193,Bayside City Council,Southern,54103,Sandringham,74,Southern Metropolitan,6,2921,4956
Blackburn,3130,Whitehorse City Council,Central,55901,Box Hill,10,Eastern Metropolitan,1,5956,9543
Blackburn,3130,Whitehorse City Council,Springfield,55905,Box Hill,10,Eastern Metropolitan,1,65,137
Blackburn North,3130,Whitehorse City Council,Central,55901,Box Hill,10,Eastern Metropolitan,1,1901,3242
Blackburn North,3130,Whitehorse City Council,Central,55901,Ringwood,71,Eastern Metropolitan,1,1032,1753
Blackburn South,3130,Whitehorse City Council,Central,55901,Forest Hill,31,Eastern Metropolitan,1,3443,5639
Blackburn South,3130,Whitehorse City Council,Riversdale,55904,Forest Hill,31,Eastern Metropolitan,1,1034,1701
Blackheath,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8,8,12
Blackwarry,3844,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2,16,25
Blackwood,3458,Moorabool Shire Council,Woodlands,50404,Macedon,45,Northern Victoria,4,233,277
Blairgowrie,3942,Mornington Peninsula Shire Council,Nepean,55703,Nepean,61,Eastern Victoria,2,2424,2130
Blakeville,3342,Moorabool Shire Council,Woodlands,50404,Buninyong,16,Western Victoria,8,18,27
Blampied,3364,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8,102,172
Blind Bight,3980,Casey City Council,Balla Balla,54401,Hastings,37,Eastern Victoria,2,493,909
Blowhard,3352,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8,42,76
Bo Peep,3351,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8,9,18
Bo Peep,3351,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8,2,2
Bobinawarrah,3678,Wangaratta Rural City Council,South,52703,Ovens Valley,65,Northern Victoria,4,45,71
Bochara,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,31,54
Bogong,3699,Alpine Shire Council,Unsubdivided,52201,Benambra,6,Northern Victoria,4,14,3
Boho,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4,36,57
Boho South,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4,30,50
Boho South,3669,Strathbogie Shire Council,Mount Wombat,53104,Euroa,27,Northern Victoria,4,10,15
Boigbeat,3531,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,5,8
Boinka,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4,5,11
Boisdale,3860,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2,130,207
Bolangum,3387,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8,1,3
Bolinda,3432,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4,75,129
Bolton,3546,Swan Hill Rural City Council,Murray-Mallee,57003,Mildura,49,Northern Victoria,4,6,8
Bolwarra,3305,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8,260,503
Bolwarrah,3352,Moorabool Shire Council,Woodlands,50404,Buninyong,16,Western Victoria,8,20,32
Bona Vista,3820,Baw Baw Shire Council,Central,53501,Narracan,58,Eastern Victoria,2,3,10
Bona Vista,3820,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,37,83
Bonang,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,42,40
Bonbeach,3196,Kingston City Council,South,54903,Carrum,18,South-Eastern Metropolitan,5,3032,4722
Bonegilla,3691,Wodonga City Council,Unsubdivided,53301,Benambra,6,Northern Victoria,4,135,379
Boneo,3939,Mornington Peninsula Shire Council,Red Hill,55704,Nepean,61,Eastern Victoria,2,139,279
Bonn,3561,Campaspe Shire Council,Rochester,52303,Murray Plains,57,Northern Victoria,4,17,30
Bonnie Brook,3335,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7,5,7
Bonnie Brook,3335,Melton City Council,Watts,55403,Kororoit,42,Western Metropolitan,7,53,89
Bonnie Doon,3720,Mansfield Shire Council,Bonnie Doon,58001,Eildon,24,Northern Victoria,4,412,486
Bonshaw,3352,Ballarat City Council,South,50303,Buninyong,16,Western Victoria,8,178,329
Bookaar,3260,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8,54,100
Bookaar,3260,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8,13,25
Boolarong,3960,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,3,4
Boolarong,3960,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2,3,2
Boolarra,3870,Latrobe City Council,South,53703,Morwell,54,Eastern Victoria,2,503,770
Boolarra South,3870,Latrobe City Council,South,53703,Morwell,54,Eastern Victoria,2,63,112
Boole Poole,3880,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,3,4
Boolite,3392,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8,13,26
Boomahnoomoonah,3728,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4,8,9
Boonah,3235,Surf Coast Shire Council,Lorne,50102,Polwarth,67,Western Victoria,8,13,12
Boorcan,3265,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8,60,90
Boorhaman,3678,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4,58,110
Boorhaman East,3678,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4,7,14
Boorhaman North,3685,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4,21,40
Boorolite,3723,Mansfield Shire Council,Mansfield,58003,Eildon,24,Northern Victoria,4,62,93
Boorolite,3723,Mansfield Shire Council,Tolmie,58004,Eildon,24,Northern Victoria,4,2,3
Boorool,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2,23,39
Boort,3537,Loddon Shire Council,Boort,56501,Murray Plains,57,Northern Victoria,4,470,642
Boosey,3730,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4,43,83
Boralma,3682,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4,34,63
Bornes Hill,3379,Ararat Rural City Council,Unsubdivided,51401,Lowan,44,Western Victoria,8,16,23
Boronia,3155,Knox City Council,Baird,55001,Bayswater,4,Eastern Metropolitan,1,4043,5928
Boronia,3155,Knox City Council,Chandler,55002,Bayswater,4,Eastern Metropolitan,1,4868,8150
Boronia,3155,Knox City Council,Dinsdale,55004,Bayswater,4,Eastern Metropolitan,1,96,168
Boronia,3155,Knox City Council,Dinsdale,55004,Ferntree Gully,29,Eastern Metropolitan,1,1149,1939
Boronia,3155,Knox City Council,Dobson,55005,Bayswater,4,Eastern Metropolitan,1,29,60
Borung,3518,Loddon Shire Council,Boort,56501,Ripon,72,Western Victoria,8,37,44
Bostocks Creek,3260,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8,2,3
Bostocks Creek,3260,Corangamite Shire Council,South-Central,51604,Polwarth,67,Western Victoria,8,38,81
Botanic Ridge,3977,Casey City Council,Balla Balla,54401,Cranbourne,21,South-Eastern Metropolitan,5,1818,3566
Boundary Bend,3599,Swan Hill Rural City Council,Murray-Mallee,57003,Mildura,49,Northern Victoria,4,67,87
Bowenvale,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8,87,145
Boweya,3675,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,15,25
Boweya,3675,Wangaratta Rural City Council,Warby,52704,Ovens Valley,65,Northern Victoria,4,9,17
Boweya North,3675,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4,24,32
Bowmans Forest,3735,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4,42,81
Bowser,3678,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4,12,29
Box Hill,3128,Whitehorse City Council,Elgar,55902,Box Hill,10,Eastern Metropolitan,1,5226,5416
Box Hill North,3129,Whitehorse City Council,Elgar,55902,Box Hill,10,Eastern Metropolitan,1,5007,7146
Box Hill South,3128,Whitehorse City Council,Riversdale,55904,Burwood,17,Southern Metropolitan,6,3604,5238
Boxwood,3725,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,6,13
Boxwood,3725,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4,2,4
Bradford,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,8,Northern Victoria,4,4,4
Bradvale,3361,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8,21,30
Braeside,3195,Kingston City Council,Central,54901,Keysborough,41,South-Eastern Metropolitan,5,40,22
Braeside,3195,Kingston City Council,South,54903,Keysborough,41,South-Eastern Metropolitan,5,11,5
Brandy Creek,3821,Baw Baw Shire Council,West,53503,Narracan,58,Eastern Victoria,2,38,78
Branxholme,3302,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8,9,11
Branxholme,3302,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8,13,21
Branxholme,3302,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,144,218
Bravington,3821,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,7,13
Braybrook,3019,Maribyrnong City Council,Stony Creek,55202,Footscray,30,Western Metropolitan,7,3810,5495
Breakaway Creek,3303,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8,21,27
Breakwater,3219,Greater Geelong City Council,Brownbill,50602,Geelong,33,Western Victoria,8,571,791
Breamlea,3227,Greater Geelong City Council,Bellarine,50601,South Barwon,76,Western Victoria,8,93,127
Breamlea,3227,Surf Coast Shire Council,Torquay,50103,South Barwon,76,Western Victoria,8,2,6
Brenanah,3517,Loddon Shire Council,Wedderburn,56505,Ripon,72,Western Victoria,8,14,13
Brewster,3352,Pyrenees Shire Council,Ercildoune,51904,Ripon,72,Western Victoria,8,16,24
Brewster,3352,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8,6,11
Briagolong,3860,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2,520,791
Briar Hill,3088,Banyule City Council,Beale,54002,Eltham,25,Eastern Metropolitan,1,1411,2343
Bridge Creek,3723,Mansfield Shire Council,Tolmie,58004,Eildon,24,Northern Victoria,4,50,93
Bridgewater,3516,Loddon Shire Council,Inglewood,56502,Ripon,72,Western Victoria,8,86,151
Bridgewater North,3516,Loddon Shire Council,Inglewood,56502,Ripon,72,Western Victoria,8,21,48
Bridgewater On Loddon,3516,Loddon Shire Council,Inglewood,56502,Ripon,72,Western Victoria,8,181,239
Bright,3741,Alpine Shire Council,Unsubdivided,52201,Ovens Valley,65,Northern Victoria,4,1512,1883
Brighton,3186,Bayside City Council,Central,54101,Brighton,11,Southern Metropolitan,6,2000,3537
Brighton,3186,Bayside City Council,Northern,54102,Brighton,11,Southern Metropolitan,6,9042,14284
Brighton East,3187,Bayside City Council,Central,54101,Bentleigh,9,Southern Metropolitan,6,419,631
Brighton East,3187,Bayside City Council,Central,54101,Brighton,11,Southern Metropolitan,6,1949,3534
Brighton East,3187,Bayside City Council,Northern,54102,Brighton,11,Southern Metropolitan,6,4230,7220
Brighton East,3187,Glen Eira City Council,Rosstown,54602,Bentleigh,9,Southern Metropolitan,6,59,102
Brighton East,3187,Glen Eira City Council,Tucker,54603,Bentleigh,9,Southern Metropolitan,6,451,482
Brim,3391,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8,78,101
Brimboal,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8,3,4
Brimin,3685,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4,25,46
Brimpaen,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8,34,62
Bringalbert,3319,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8,8,10
Brit Brit,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,13,29
Broadford,3658,Mitchell Shire Council,Central,52801,Euroa,27,Northern Victoria,4,1811,3076
Broadford,3658,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4,129,266
Broadlands,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,9,17
Broadmeadows,3047,Hume City Council,Meadow Valley,54803,Broadmeadows,12,Northern Metropolitan,3,4580,6560
Broadwater,3301,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8,35,60
Brodribb River,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,14,20
Broken Creek,3673,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,12,22
Bromley,3472,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8,31,51
Brookfield,3338,Melton City Council,Coburn,55402,Melton,48,Western Victoria,8,3490,6182
Brooklyn,3012,Brimbank City Council,Harvester,54202,Footscray,30,Western Metropolitan,7,17,11
Brooklyn,3012,Hobsons Bay City Council,Cherry Lake,50901,Williamstown,86,Western Metropolitan,7,1056,1312
Brookville,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,10,5
Broomfield,3364,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8,87,157
Broughton,3418,Hindmarsh Shire Council,North,57302,Lowan,44,Western Victoria,8,18,35
Brown Hill,3350,Ballarat City Council,Central,50301,Buninyong,16,Western Victoria,8,10,26
Brown Hill,3350,Ballarat City Council,Central,50301,Wendouree,84,Western Victoria,8,1111,1777
Brown Hill,3350,Ballarat City Council,North,50302,Buninyong,16,Western Victoria,8,601,1158
Brown Hill,3350,Ballarat City Council,North,50302,Wendouree,84,Western Victoria,8,3,4
Browns Plains,3685,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4,42,92
Bruarong,3749,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4,31,55
Brucknell,3268,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8,53,86
Brunswick,3056,Moreland City Council,North-East,51001,Brunswick,13,Northern Metropolitan,3,2934,4624
Brunswick,3056,Moreland City Council,South,51003,Brunswick,13,Northern Metropolitan,3,9999,14414
Brunswick East,3057,Moreland City Council,North-East,51001,Brunswick,13,Northern Metropolitan,3,664,959
Brunswick East,3057,Moreland City Council,South,51003,Brunswick,13,Northern Metropolitan,3,5892,8421
Brunswick West,3055,Moreland City Council,North-East,51001,Brunswick,13,Northern Metropolitan,3,718,1216
Brunswick West,3055,Moreland City Council,North-West,51002,Brunswick,13,Northern Metropolitan,3,1392,1823
